Rank,Who,Number of participations,Score,Level
756,just_soso,67,2233,Master
756,ismagilov.code,64,2233,Master
756,pedroteosousa,100,2233,Master
756,HanwhaEagles,5,2233,Master
756,yzyyylx,21,2233,Master
764,gchebanov,89,2232,Master
764,aspi,21,2232,Master
764,Aviously,56,2232,Master
764,cwystc,11,2232,Master
764,..vince,36,2232,Master
764,UoA_Kaori,3,2232,Master
770,egor.lifar,187,2231,Master
770,gyz_gyz,16,2231,Master
770,2013300262,89,2231,Master
770,danya.smelskiy,86,2231,Master
770,16silver,21,2231,Master
775,Alexandr_TS,88,2230,Master
775,how_to_become_purple,88,2230,Master
775,Tima,152,2230,Master
775,lmn0x4F,48,2230,Master
775,spj_29,76,2230,Master
780,Durant_Lee,20,2229,Master
780,Pickupwin,14,2229,Master
782,collares,43,2228,Master
782,kazuma,61,2228,Master
782,whjhr,15,2228,Master
782,duxing201606,29,2228,Master
786,Kuha,79,2227,Master
786,alan_cty,5,2227,Master
786,Wechselhau,10,2227,Master
786,chuochuo,3,2227,Master
790,Z0RR0,96,2226,Master
790,vsp4,127,2226,Master
790,SokG2000,11,2226,Master
793,diamond_duke,19,2225,Master
793,sirknightingfail,7,2225,Master
793,Grunt,61,2225,Master
793,wcysai,10,2225,Master
797,yujinwunz,25,2224,Master
797,TonySnark,143,2224,Master
797,baneling,14,2224,Master
797,Traxex_,4,2224,Master
797,IGandWFin2019,9,2224,Master
797,ae04071,35,2224,Master
797,misztsu,21,2224,Master
797,ppppaidy,10,2224,Master
797,Utahaaaa,6,2224,Master
797,LiciaDu,4,2224,Master
807,KAP,11,2223,Master
807,Kerim.K,106,2223,Master
807,ollpu,39,2223,Master
807,DZYO,14,2223,Master
807,mmmod_lqs,7,2223,Master
812,SuprDewd,30,2222,Master
812,aytel,73,2222,Master
812,ulna,93,2222,Master
812,Real_EnderDragon,19,2222,Master
812,pazabol,30,2222,Master
812,traxex,15,2222,Master
812,OrangeRabbit,4,2222,Master
819,Noche_2,17,2221,Master
819,goldgenius,14,2221,Master
819,baluteshih,31,2221,Master
819,AntiLeaf,14,2221,Master
819,no2bi,26,2221,Master
819,Daredemo_Daisuki,6,2221,Master
825,DamianS,72,2220,Master
825,BayHarborButcher,64,2220,Master
825,RNS_MHB,7,2220,Master
825,Mohammad.Sj,49,2220,Master
825,CrafterKolyan,55,2220,Master
825,Kita_The_Dragon,7,2220,Master
831,LLI_E_P_JI_O_K,126,2219,Master
831,jonathanpaulson,74,2219,Master
831,Mohammad_Yasser,147,2219,Master
831,Lily,21,2219,Master
831,yeeznn,7,2219,Master
836,kuangbin,72,2218,Master
836,ericxu0,62,2218,Master
836,superguymj,19,2218,Master
836,OYJason,16,2218,Master
836,TLEvator,6,2218,Master
841,MathStudent2002,14,2217,Master
841,TwoFx,53,2217,Master
843,mbrc,77,2216,Master
843,ZhNV,96,2216,Master
843,zoomswk,62,2216,Master
843,rzswh,13,2216,Master
843,fedoseev.timofey,63,2216,Master
843,jah_melon,13,2216,Master
843,sorry_stefdasca_snsdsux,2,2216,Master
850,ykaya,45,2215,Master
850,HXLLL,11,2215,Master
850,neko_nyaa,81,2215,Master
853,ahyangyi,12,2214,Master
853,flashmt,156,2214,Master
853,LCM,71,2214,Master
853,hg_pt,45,2214,Master
853,Weeeee,42,2214,Master
853,voidmax,70,2214,Master
853,ShavelV,72,2214,Master
853,calabash_girl,3,2214,Master
861,LiChenKoh,85,2213,Master
861,pedobearr,7,2213,Master
861,WerKeyTom_FTD,5,2213,Master
861,yuanyuan,27,2213,Master
865,wxh010910,17,2212,Master
865,__Rolton__,5,2212,Master
865,black_native,6,2212,Master
865,GoGooLi,9,2212,Master
869,zhou888,13,2211,Master
869,_Rhombicosidodecahedron_,6,2211,Master
871,gilcu3,18,2210,Master
871,instr3,7,2210,Master
871,kblack,12,2210,Master
871,Kuyan,40,2210,Master
871,lkmcfj,17,2210,Master
871,newbiegcz,19,2210,Master
871,Okrut,14,2210,Master
878,Slamur,171,2209,Master
878,george_stelian,21,2209,Master
878,16bit075,7,2209,Master
878,laofudage,7,2209,Master
882,kllp,68,2208,Master
882,leaomatheus,36,2208,Master
882,xpchf,34,2208,Master
882,knil_GMO,3,2208,Master
886,IohcEjnim,37,2207,Master
886,stasio6,15,2207,Master
886,GoodGuy,76,2207,Master
886,user202729_,12,2207,Master
886,aditya1701,57,2207,Master
886,fcwww,9,2207,Master
892,UESTC_Sphinx,78,2206,Master
892,TheLight954,11,2206,Master
892,iaNTU,38,2206,Master
895,math957963,37,2205,Master
895,mshcherba,85,2205,Master
895,danymalets,77,2205,Master
895,fredrik.w.ekholm,21,2205,Master
895,hychyc,25,2205,Master
900,ranwen,14,2204,Master
900,olphe,81,2204,Master
900,nqiiii,9,2204,Master
903,alex700,84,2203,Master
903,jschneider2013,9,2203,Master
903,Emiso,111,2203,Master
903,okaduki1,71,2203,Master
903,JeffreyHo,56,2203,Master
903,onjo,90,2203,Master
903,MrMirotic,29,2203,Master
903,sulfuric,6,2203,Master
911,Acid,15,2202,Master
911,burek967,16,2202,Master
911,StasyaCat,80,2202,Master
914,ll931110,36,2201,Master
914,rekt_n00b,52,2201,Master
914,kulpet345,64,2201,Master
914,neither,34,2201,Master
918,monsoon,19,2200,Master
918,ivdim1999,29,2200,Master
918,Anachor,70,2200,Master
918,TAMREF,28,2200,Master
918,Acerolaorion,4,2200,Master
923,kimiyuki,52,2199,Master
923,yp155136,50,2199,Master
923,trueshogun,27,2199,Master
926,hamlet,68,2198,Master
926,Danylo99,80,2198,Master
926,sorry_marymarine,144,2198,Master
926,PinkRabbit,53,2198,Master
926,mengbierr,22,2198,Master
926,coriander,3,2198,Master
932,xh286286,28,2197,Master
932,pps789,28,2197,Master
932,Sakura,32,2197,Master
932,NBAH,110,2197,Master
932,peace,9,2197,Master
932,flying_fish,15,2197,Master
932,williamswu2002,11,2197,Master
932,codejudge,11,2197,Master
932,ZhouEnlai,5,2197,Master
941,toomas,76,2196,Master
941,Klungs,37,2196,Master
941,mxzf0213,80,2196,Master
941,zerolin,10,2196,Master
941,Dreamless_Dreams,20,2196,Master
946,Nicola95,36,2195,Master
946,Zoli9,57,2195,Master
946,aleex,51,2195,Master
946,Aguin,36,2195,Master
946,AryanSM,68,2195,Master
946,Ali_P,8,2195,Master
946,transs,3,2195,Master
946,palayutm2001,2,2195,Master
954,_Utaha_,18,2194,Master
954,Als123,18,2194,Master
954,IcePrince_1968,6,2194,Master
957,sokian,144,2193,Master
957,TiChuot97,101,2193,Master
957,koganeser,30,2193,Master
957,BaaaaaaaaaaaaaaarkingDog,44,2193,Master
957,karasek,78,2193,Master
957,langsike,6,2193,Master
957,waic,25,2193,Master
957,GabrielPessoa,23,2193,Master
957,fyy2603,22,2193,Master
957,NephrenRuqInsania,8,2193,Master
967,huzecong,32,2192,Master
967,kondranin,74,2192,Master
967,shanin,97,2192,Master
967,Yukki_Asuna,10,2192,Master
967,LonelyDonkey,5,2192,Master
972,ITer,30,2191,Master
972,fuppy,32,2191,Master
974,Juzek,20,2190,Master
974,lzw4896s,34,2190,Master
974,DebNatkh,70,2190,Master
974,extraterrestrial_,70,2190,Master
974,risujiroh,41,2190,Master
979,hey_boris,84,2189,Master
979,UnstoppableSolveMachine,112,2189,Master
979,alex_china,11,2189,Master
979,eStarSu,9,2189,Master
983,Timur_Keks,68,2188,Master
983,palayutmV2,3,2188,Master
985,ErdemKirez,138,2187,Master
985,LeCaRiBoU,76,2187,Master
985,FallingStar1709,24,2187,Master
985,_guess,3,2187,Master
989,Svyat,160,2186,Master
989,Juve45,79,2186,Master
989,Livace,67,2186,Master
989,deva2802,72,2186,Master
989,Dibagger,61,2186,Master
989,outer_form,15,2186,Master
989,little_waxberry,20,2186,Master
989,agent623,13,2186,Master
989,H-C-H,5,2186,Master
998,Sonechko,179,2185,Master
998,193s,37,2185,Master
998,jklepec,49,2185,Master
998,tourist4.0,23,2185,Master
1002,cfk,49,2184,Master
1002,niike0goood,78,2184,Master
1002,Vadim,44,2184,Master
1002,A_Thoughtful_Cat,8,2184,Master
1006,rantd,101,2183,Master
1006,abeker,88,2183,Master
1006,ei133333,93,2183,Master
1006,RUSH_D_CAT,110,2183,Master
1006,cold_chair,6,2183,Master
1006,Svlad_Cjelli,37,2183,Master
1006,emoairx,17,2183,Master
1013,reew2n,26,2182,Master
1013,ludo,44,2182,Master
1013,ialakhtin,18,2182,Master
1013,Mstdream,17,2182,Master
1013,sbo_seocarlo_dunena,8,2182,Master
1013,duality,5,2182,Master
1013,Shedneryan,19,2182,Master
1020,gasin,53,2181,Master
1020,samuelfgs,79,2181,Master
1020,hearthewsong,20,2181,Master
1020,Smaug,97,2181,Master
1020,I_hate_PWN,35,2181,Master
1020,brimix__,70,2181,Master
1020,xdc2017,17,2181,Master
1020,Winniechen,31,2181,Master
1020,__Ressed__,12,2181,Master
1020,AllAloneWithYou,5,2181,Master
1030,microtony,70,2180,Master
1030,__.__,54,2180,Master
1030,Deluxurous,14,2180,Master
1030,ILoveSetsuna,10,2180,Master
1030,tempura0224,33,2180,Master
1030,KirishimaTouka,6,2180,Master
1036,NeKrasnyj,120,2179,Master
1036,gafeol,62,2179,Master
1036,jacobtpl,40,2179,Master
1036,AgReB,20,2179,Master
1036,outerform,4,2179,Master
1036,Stroustrup,20,2179,Master
1036,SimulatedAnnealing,13,2179,Master
1036,RobeZH,54,2179,Master
1036,littleju,3,2179,Master
1045,johnathan79717,68,2178,Master
1045,stevenkplus,74,2178,Master
1045,rais.fathin38,75,2178,Master
1045,afedor,49,2178,Master
1045,fshp971,57,2178,Master
1045,ggoh,39,2178,Master
1045,abcalpha,4,2178,Master
1045,_xyz_,27,2178,Master
1045,DP_I_J,12,2178,Master
1054,mibig,47,2177,Master
1054,meeeep,53,2177,Master
1054,fake123,44,2177,Master
1057,magrady24,14,2176,Master
1057,btk15049,42,2176,Master
1057,tene3nt,16,2176,Master
1057,chaojidouding,6,2176,Master
1061,halin.george,91,2175,Master
1061,ShadowSong,4,2175,Master
1061,duyboy135,81,2175,Master
1061,lyk248289469,17,2175,Master
1061,Liupeiliang,16,2175,Master
1061,Aleks5d,65,2175,Master
1061,Samsara_Karma,14,2175,Master
1061,aarcturus,6,2175,Master
1061,aurelio,8,2175,Master
1070,boleyn.su,87,2174,Master
1070,PEDY4uJIuwe,42,2174,Master
1070,born2rule,77,2174,Master
1070,_Ash__,127,2174,Master
1070,N3SL,35,2174,Master
1070,J.J.T.L.,5,2174,Master
1070,__WNJXYK,7,2174,Master
1070,nanachi,12,2174,Master
1078,Ignat,25,2173,Master
1078,james007,51,2173,Master
1078,Breakun,58,2173,Master
1078,Rafiki53,88,2173,Master
1078,maximumSHOT,118,2173,Master
1078,Ralsei,58,2173,Master
1078,NgocHai,52,2173,Master
1078,xolm,93,2173,Master
1078,TASK_DESTROYER,49,2173,Master
1078,fkount,12,2173,Master
1078,4l5n3,53,2173,Master
1078,spacewanker,2,2173,Master
1090,yarrr,127,2172,Master
1090,yubowenok,73,2172,Master
1090,imathi,42,2172,Master
1090,liangjs,13,2172,Master
1090,BlackTools,16,2172,Master
1090,renqiuyu,14,2172,Master
1090,I_Hate_AHDPIYKO,34,2172,Master
1090,lanpang,35,2172,Master
1090,readers1,6,2172,Master
1090,SshenYyu,7,2172,Master
1100,hyunuk,35,2171,Master
1100,usachevd0,42,2171,Master
1100,apink,7,2171,Master
1100,cloudcat111,11,2171,Master
1104,TIanLiangLe,13,2170,Master
1104,namai,67,2170,Master
1104,Drafear,13,2170,Master
1104,sunzhihong,31,2170,Master
1104,cnnfls_csy,20,2170,Master
1104,Michael_Li,16,2170,Master
1110,fetetriste,125,2169,Master
1110,dilsonguim,74,2169,Master
1110,Arpa,104,2169,Master
1110,lajiniunai,64,2169,Master
1110,Fekete,143,2169,Master
1110,georgerapeanu,68,2169,Master
1110,Dalgerok,121,2169,Master
1117,GreenGrape,36,2168,Master
1117,copyright,30,2168,Master
1117,I_love_Dayo_Wong,10,2168,Master
1117,luhong,12,2168,Master
1117,BohdanPastuschak,76,2168,Master
1117,_IMO_Silver,4,2168,Master
1117,upobir,22,2168,Master
1124,japh,31,2167,Master
1124,V--gLaSsH0ldEr593--V,74,2167,Master
1124,cxaphoenix,49,2167,Master
1124,kotamanegi,90,2167,Master
1124,YaoBIG,4,2167,Master
1124,yukuai26,8,2167,Master
1124,teapotd,22,2167,Master
1124,142857,7,2167,Master
1124,zjt_is_our_red_sun,3,2167,Master
1124,Brua,4,2167,Master
1134,sanroylozan,92,2166,Master
1134,Heart_Pink,34,2166,Master
1134,qq409257934,6,2166,Master
1134,bigcat111,6,2166,Master
1138,jorik,69,2165,Master
1138,denis2111,52,2165,Master
1138,sagitta,36,2165,Master
1138,KyleYoung,15,2165,Master
1138,Sullipopa,104,2165,Master
1138,NJU_wcysai,7,2165,Master
1144,Shivram,109,2164,Master
1144,tri,25,2164,Master
1144,MaxZubec,124,2164,Master
1144,LZHlzh,16,2164,Master
1144,RNS_KSB,10,2164,Master
1149,helThazar,92,2163,Master
1149,ryo_issy,60,2163,Master
1149,24434,35,2163,Master
1149,cbhcbh,36,2163,Master
1153,AndreaB330,69,2162,Master
1153,FalseMirror,74,2162,Master
1153,AlphaRazra,56,2162,Master
1153,darked,9,2162,Master
1153,nguyenxxxxxxx,38,2162,Master
1153,abhikalpu_123,15,2162,Master
1153,xzm2019,36,2162,Master
1153,eggmath,3,2162,Master
1161,tooweak,34,2161,Master
1161,keko37,26,2161,Master
1161,Deathly_Hallows,140,2161,Master
1161,PuRpLe_FoReVeR,64,2161,Master
1161,lllllllllllllllllllllll,23,2161,Master
1161,Nextby,6,2161,Master
1167,Borisp,31,2160,Master
1167,egor_bb,71,2160,Master
1167,Eran,74,2160,Master
1167,PikMike,161,2160,Master
1167,giraffeh,88,2160,Master
1167,sun_en_ze,17,2160,Master
1167,Slaaava,55,2160,Master
1167,AomeII,39,2160,Master
1167,danya090699,54,2160,Master
1167,haleyk100198,17,2160,Master
1167,gyc20000710,7,2160,Master
1167,xiaolili,8,2160,Master
1167,Jeel_Vaishnav,72,2160,Master
1167,Noche_4,5,2160,Master
1167,Lebossle,7,2160,Master
1167,wimh,4,2160,Master
1183,gen,138,2159,Master
1183,Z38,66,2159,Master
1183,guoruihan,12,2159,Master
1183,cai_lw,31,2159,Master
1183,sdqe,73,2159,Master
1183,Chuzyh,15,2159,Master
1183,orzwwd,7,2159,Master
1183,lintoto,29,2159,Master
1183,elykuil,2,2159,Master
1183,DankShadow,9,2159,Master
1193,RoundDog,18,2158,Master
1193,Daryusz,55,2158,Master
1193,NaughtyMorzh,68,2158,Master
1196,maxxaon,164,2157,Master
1196,chpipis,69,2157,Master
1196,Updown,18,2157,Master
1196,thanglegons,12,2157,Master
1196,PaiGuLong,25,2157,Master
1196,easter.prince,17,2157,Master
1196,FaVoR1Te,7,2157,Master
1196,juckter,37,2157,Master
1204,NEU20133823,62,2156,Master
1204,bgrm,38,2156,Master
1204,naij,83,2156,Master
1204,hlhhlhhlh,15,2156,Master
1204,61615601,5,2156,Master
1209,davidlee1999WTK,49,2155,Master
1209,Andreikkaa,50,2155,Master
1209,bzh,20,2155,Master
1209,calabash_little_boy,6,2155,Master
1209,Baliuk,13,2155,Master
1214,afaji321,38,2154,Master
1214,Cro-Marmot,56,2154,Master
1214,sysulby,41,2154,Master
1214,Sehnsucht,112,2154,Master
1214,ctlchild,27,2154,Master
1214,Yuki_Matsui,47,2154,Master
1214,interestingLSY,36,2154,Master
1214,Mys_C_K,14,2154,Master
1214,dzerzhinski,15,2154,Master
1214,AAmeow,4,2154,Master
1214,Khada_Jhin,13,2154,Master
1225,platypus179,67,2153,Master
1225,I_love_fake123,75,2153,Master
1225,longhoang08,36,2153,Master
1225,384226056,22,2153,Master
1225,Ailurophile,5,2153,Master
1225,Lacitirc,16,2153,Master
1231,Arg_007,105,2152,Master
1231,FallenTurret,85,2152,Master
1231,ankeshgupta007,49,2152,Master
1231,SecondThread,36,2152,Master
1231,he_____he,28,2152,Master
1236,ikbal,121,2151,Master
1236,Illidan,26,2151,Master
1236,antguz,89,2151,Master
1239,natalia,70,2150,Master
1239,KArs,128,2150,Master
1239,sufficiently_large_boss,5,2150,Master
1239,Furukawa-Nagisa,6,2150,Master
1239,jjang,6,2150,Master
1244,shef_2318,90,2149,Master
1244,Van,18,2149,Master
1244,den2204,53,2149,Master
1244,zhsh,76,2149,Master
1244,Alpha_Q,124,2149,Master
1244,kyleliu,92,2149,Master
1244,A.K.E.E.,13,2149,Master
1244,rahulDugar,65,2149,Master
1244,Nhqx,15,2149,Master
1253,AndreySiunov,115,2148,Master
1253,hongrock,30,2148,Master
1253,cthbst,49,2148,Master
1253,pr3pony,40,2148,Master
1253,MikeZ,20,2148,Master
1253,Gediminas,29,2148,Master
1253,capra,38,2148,Master
1253,amsen_,6,2148,Master
1253,Mlxa,23,2148,Master
1253,fefe,25,2148,Master
1253,mao_hate_hack,14,2148,Master
1253,tengra,5,2148,Master
1265,rtilikay,30,2147,Master
1265,KacaMG00,8,2147,Master
1265,HIT_Zero,41,2147,Master
1265,Tolydi_Kniper,10,2147,Master
1265,RNG.Uzi,7,2147,Master
1270,Kreyyy,67,2146,Master
1270,metatron,34,2146,Master
1270,CoupDeGrace,23,2146,Master
1273,tokitsukaze,66,2145,Master
1273,tkandi,8,2145,Master
1273,gangpener,38,2145,Master
1273,lishutianxiadiyi,7,2145,Master
1277,Jungarr1k,72,2144,Master
1277,zhtzht,19,2144,Master
1277,TheColemanClassic,14,2144,Master
1277,scau_support7,13,2144,Master
1281,Jiangkangping,18,2143,Master
1281,__W__,11,2143,Master
1281,skip1978,12,2143,Master
1281,Always,21,2143,Master
1281,chocorusk,22,2143,Master
1281,Tiricabira,26,2143,Master
1281,diolG,9,2143,Master
1281,Toeto,5,2143,Master
1289,kb.,140,2142,Master
1289,arknave,82,2142,Master
1289,pachico,12,2142,Master
1289,Daniar,126,2142,Master
1289,Omar_Morsi,108,2142,Master
1289,Nson,132,2142,Master
1289,Kirundel,70,2142,Master
1289,mixnuts,14,2142,Master
1289,UoA_Menma,3,2142,Master
1289,tieuthanh,62,2142,Master
1299,sas4eka,128,2141,Master
1299,lovro,16,2141,Master
1299,MelRex,19,2141,Master
1299,Luqman,87,2141,Master
1299,Prime21,34,2141,Master
1299,Markellonchik,126,2141,Master
1299,VLamarca,75,2141,Master
1299,UoA_Komiya,3,2141,Master
1299,ComicLover,9,2141,Master
1299,skylinebaby,20,2141,Master
1299,EctoPlasma,16,2141,Master
1299,kempusss,35,2141,Master
1311,liouzhou_101,58,2140,Master
1311,iaojnh,26,2140,Master
1311,guptautkarsh028,71,2140,Master
1311,MathCrusader,43,2140,Master
1311,palayutmV0,9,2140,Master
1311,-skyline,27,2140,Master
1317,jasonyik,38,2139,Master
1317,EarlOfDitches,91,2139,Master
1317,atomicenergy,38,2139,Master
1317,I_love_MikhailRubinchik,58,2139,Master
1317,rui-de,107,2139,Master
1317,W_Szymanski,10,2139,Master
1317,_yyc_,5,2139,Master
1324,2-SAD,213,2138,Master
1324,twangal,36,2138,Master
1324,2398886573,6,2138,Master
1324,Expelliarmus123,7,2138,Master
1324,CorneliuVadimTudor,4,2138,Master
1329,RamTararam,124,2137,Master
1329,fedimser,74,2137,Master
1329,minthe,66,2137,Master
1329,TheHellBoy,9,2137,Master
1329,scopeInfinity,50,2137,Master
1329,LeSoleil,27,2137,Master
1329,rareone0602,71,2137,Master
1329,iloveUtaha,12,2137,Master
1337,Moskupols,71,2136,Master
1337,NegaTeeF,95,2136,Master
1337,alechuang98,33,2136,Master
1337,GT_18,61,2136,Master
1337,SqwrIwy,7,2136,Master
1342,mrtempo,69,2135,Master
1342,-is-this-fft-,70,2135,Master
1342,hiThere23,101,2135,Master
1342,darkkcyan,82,2135,Master
1342,toxzi,139,2135,Master
1342,SidneyEarth,23,2135,Master
1342,yamunaku,33,2135,Master
1349,nblt,9,2134,Master
1349,neckbotov,38,2134,Master
1349,TianyiChen,47,2134,Master
1349,MishaPrigara,180,2134,Master
1349,smartnj,44,2134,Master
1349,eriksuenderhauf,47,2134,Master
1349,DatVu,64,2134,Master
1349,zzq_IOI2019_AK,7,2134,Master
1349,WaldarDoppen,5,2134,Master
1349,yarinaosu,12,2134,Master
1359,lavin,67,2133,Master
1359,fksquare,23,2133,Master
1359,ladpro98,57,2133,Master
1359,_LeMur_,225,2133,Master
1359,IHaveHir,6,2133,Master
